
List of user-set options:

                                    Name   Value                used
                         acceptable_iter = 15                    yes
                          acceptable_tol = 1e-05                 yes
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 3000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_2_hyperelastic_cantilever_beam/run_hyperelastic_cantilever_beam_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-06                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:     3600
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3600
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     3600
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
       3318  density_unfiltered_3318      c     5.000000E-03     5.814457E-01     1.000000E+00           
       3319  density_unfiltered_3319      c     5.000000E-03     3.597972E-01     1.000000E+00           
       3320  density_unfiltered_3320      c     5.000000E-03     8.400941E-02     1.000000E+00           
       3321  density_unfiltered_3321      c     5.000000E-03     5.000016E-03     1.000000E+00          l
       3322  density_unfiltered_3322      c     5.000000E-03     5.000011E-03     1.000000E+00          l
       3323  density_unfiltered_3323      c     5.000000E-03     5.000012E-03     1.000000E+00          l
       3324  density_unfiltered_3324      c     5.000000E-03     2.130284E-01     1.000000E+00           
       3325  density_unfiltered_3325      c     5.000000E-03     1.397625E-01     1.000000E+00           
       3326  density_unfiltered_3326      c     5.000000E-03     1.573468E-01     1.000000E+00           
       3327  density_unfiltered_3327      c     5.000000E-03     2.122955E-01     1.000000E+00           
       3328  density_unfiltered_3328      c     5.000000E-03     2.596832E-01     1.000000E+00           
       3329  density_unfiltered_3329      c     5.000000E-03     3.113772E-01     1.000000E+00           
       3330  density_unfiltered_3330      c     5.000000E-03     3.695078E-01     1.000000E+00           
       3331  density_unfiltered_3331      c     5.000000E-03     4.332583E-01     1.000000E+00           
       3332  density_unfiltered_3332      c     5.000000E-03     4.987167E-01     1.000000E+00           
       3333  density_unfiltered_3333      c     5.000000E-03     5.683298E-01     1.000000E+00           
       3334  density_unfiltered_3334      c     5.000000E-03     6.877417E-01     1.000000E+00           
       3335  density_unfiltered_3335      c     5.000000E-03     8.805437E-01     1.000000E+00           
       3336  density_unfiltered_3336      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3337  density_unfiltered_3337      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3338  density_unfiltered_3338      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3339  density_unfiltered_3339      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3340  density_unfiltered_3340      c     5.000000E-03     9.854837E-01     1.000000E+00           
       3341  density_unfiltered_3341      c     5.000000E-03     7.981015E-01     1.000000E+00           
       3342  density_unfiltered_3342      c     5.000000E-03     5.868051E-01     1.000000E+00           
       3343  density_unfiltered_3343      c     5.000000E-03     3.100843E-01     1.000000E+00           
       3344  density_unfiltered_3344      c     5.000000E-03     1.120101E-02     1.000000E+00           
       3345  density_unfiltered_3345      c     5.000000E-03     5.000015E-03     1.000000E+00          l
       3346  density_unfiltered_3346      c     5.000000E-03     5.000015E-03     1.000000E+00          l
       3347  density_unfiltered_3347      c     5.000000E-03     1.901180E-01     1.000000E+00           
       3348  density_unfiltered_3348      c     5.000000E-03     1.129392E-01     1.000000E+00           
       3349  density_unfiltered_3349      c     5.000000E-03     1.303455E-01     1.000000E+00           
       3350  density_unfiltered_3350      c     5.000000E-03     1.853438E-01     1.000000E+00           
       3351  density_unfiltered_3351      c     5.000000E-03     2.315123E-01     1.000000E+00           
       3352  density_unfiltered_3352      c     5.000000E-03     2.822325E-01     1.000000E+00           
       3353  density_unfiltered_3353      c     5.000000E-03     3.406114E-01     1.000000E+00           
       3354  density_unfiltered_3354      c     5.000000E-03     4.054042E-01     1.000000E+00           
       3355  density_unfiltered_3355      c     5.000000E-03     4.694711E-01     1.000000E+00           
       3356  density_unfiltered_3356      c     5.000000E-03     5.395160E-01     1.000000E+00           
       3357  density_unfiltered_3357      c     5.000000E-03     6.819707E-01     1.000000E+00           
       3358  density_unfiltered_3358      c     5.000000E-03     8.956508E-01     1.000000E+00           
       3359  density_unfiltered_3359      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3360  density_unfiltered_3360      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3361  density_unfiltered_3361      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3362  density_unfiltered_3362      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3363  density_unfiltered_3363      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3364  density_unfiltered_3364      c     5.000000E-03     8.646578E-01     1.000000E+00           
       3365  density_unfiltered_3365      c     5.000000E-03     5.885914E-01     1.000000E+00           
       3366  density_unfiltered_3366      c     5.000000E-03     1.776412E-01     1.000000E+00           
       3367  density_unfiltered_3367      c     5.000000E-03     5.000018E-03     1.000000E+00          l
       3368  density_unfiltered_3368      c     5.000000E-03     5.000020E-03     1.000000E+00          l
       3369  density_unfiltered_3369      c     5.000000E-03     1.672891E-01     1.000000E+00           
       3370  density_unfiltered_3370      c     5.000000E-03     8.668529E-02     1.000000E+00           
       3371  density_unfiltered_3371      c     5.000000E-03     1.037452E-01     1.000000E+00           
       3372  density_unfiltered_3372      c     5.000000E-03     1.583675E-01     1.000000E+00           
       3373  density_unfiltered_3373      c     5.000000E-03     2.030850E-01     1.000000E+00           
       3374  density_unfiltered_3374      c     5.000000E-03     2.529152E-01     1.000000E+00           
       3375  density_unfiltered_3375      c     5.000000E-03     3.120228E-01     1.000000E+00           
       3376  density_unfiltered_3376      c     5.000000E-03     3.782138E-01     1.000000E+00           
       3377  density_unfiltered_3377      c     5.000000E-03     4.401452E-01     1.000000E+00           
       3378  density_unfiltered_3378      c     5.000000E-03     5.123320E-01     1.000000E+00           
       3379  density_unfiltered_3379      c     5.000000E-03     6.795771E-01     1.000000E+00           
       3380  density_unfiltered_3380      c     5.000000E-03     9.033717E-01     1.000000E+00           
       3381  density_unfiltered_3381      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3382  density_unfiltered_3382      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3383  density_unfiltered_3383      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3384  density_unfiltered_3384      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3385  density_unfiltered_3385      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3386  density_unfiltered_3386      c     5.000000E-03     9.490906E-01     1.000000E+00           
       3387  density_unfiltered_3387      c     5.000000E-03     5.624231E-01     1.000000E+00           
       3388  density_unfiltered_3388      c     5.000000E-03     5.674991E-02     1.000000E+00           
       3389  density_unfiltered_3389      c     5.000000E-03     5.000025E-03     1.000000E+00          l
       3390  density_unfiltered_3390      c     5.000000E-03     1.447033E-01     1.000000E+00           
       3391  density_unfiltered_3391      c     5.000000E-03     6.118826E-02     1.000000E+00           
       3392  density_unfiltered_3392      c     5.000000E-03     7.767160E-02     1.000000E+00           
       3393  density_unfiltered_3393      c     5.000000E-03     1.314669E-01     1.000000E+00           
       3394  density_unfiltered_3394      c     5.000000E-03     1.745796E-01     1.000000E+00           
       3395  density_unfiltered_3395      c     5.000000E-03     2.237015E-01     1.000000E+00           
       3396  density_unfiltered_3396      c     5.000000E-03     2.839633E-01     1.000000E+00           
       3397  density_unfiltered_3397      c     5.000000E-03     3.516613E-01     1.000000E+00           
       3398  density_unfiltered_3398      c     5.000000E-03     4.106204E-01     1.000000E+00           
       3399  density_unfiltered_3399      c     5.000000E-03     4.867087E-01     1.000000E+00           
       3400  density_unfiltered_3400      c     5.000000E-03     6.771113E-01     1.000000E+00           
       3401  density_unfiltered_3401      c     5.000000E-03     9.015770E-01     1.000000E+00           
       3402  density_unfiltered_3402      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3403  density_unfiltered_3403      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3404  density_unfiltered_3404      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3405  density_unfiltered_3405      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3406  density_unfiltered_3406      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3407  density_unfiltered_3407      c     5.000000E-03     9.999998E-01     1.000000E+00          u
       3408  density_unfiltered_3408      c     5.000000E-03     5.614243E-01     1.000000E+00           
       3409  density_unfiltered_3409      c     5.000000E-03     1.181190E-01     1.000000E+00           
       3410  density_unfiltered_3410      c     5.000000E-03     1.225613E-01     1.000000E+00           
       3411  density_unfiltered_3411      c     5.000000E-03     3.661501E-02     1.000000E+00           
       3412  density_unfiltered_3412      c     5.000000E-03     5.220415E-02     1.000000E+00           
       3413  density_unfiltered_3413      c     5.000000E-03     1.047268E-01     1.000000E+00           
       3414  density_unfiltered_3414      c     5.000000E-03     1.461740E-01     1.000000E+00           
       3415  density_unfiltered_3415      c     5.000000E-03     1.947454E-01     1.000000E+00           
       3416  density_unfiltered_3416      c     5.000000E-03     2.562423E-01     1.000000E+00           
       3417  density_unfiltered_3417      c     5.000000E-03     3.251587E-01     1.000000E+00           
       3418  density_unfiltered_3418      c     5.000000E-03     3.803727E-01     1.000000E+00           
       3419  density_unfiltered_3419      c     5.000000E-03     4.613033E-01     1.000000E+00           
       3420  density_unfiltered_3420      c     5.000000E-03     6.711505E-01     1.000000E+00           
       3421  density_unfiltered_3421      c     5.000000E-03     8.911521E-01     1.000000E+00           
       3422  density_unfiltered_3422      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3423  density_unfiltered_3423      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3424  density_unfiltered_3424      c     5.000000E-03     1.000000E+00     1.000000E+00          u
       3425  density_unfiltered_3425      c     5.000000E-03     1.000000E+00     1.000000E+00          u
